Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB
Dave Coggin,24,PHI,NL,17,36,33,1,2,1,0,0,1,0,0,2,13,0.061,0.114,0.091,0.205,3,0,0,1,0,0
Mike Colangelo,24,SDP,NL,50,100,91,10,22,3,3,2,8,0,0,8,30,0.242,0.31,0.40700000000000003,0.7170000000000001,37,3,1,0,0,0
Greg Colbrunn,31,ARI,NL,59,110,97,12,28,8,0,4,18,0,0,9,14,0.289,0.373,0.495,0.868,48,5,4,0,0,0
Michael Coleman,25,NYY,AL,12,39,38,5,8,0,0,1,7,0,1,0,15,0.21100000000000002,0.205,0.289,0.495,11,0,0,0,1,0
Lou Collier,27,MIL,NL,50,148,127,19,32,8,1,2,14,5,1,17,30,0.252,0.34,0.37799999999999995,0.718,48,0,1,1,2,0
Bartolo Colon,28,CLE,AL,2,7,7,0,1,0,0,0,0,0,0,0,5,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.28600000000000003,1,0,0,0,0,0
David Cone,38,BOS,AL,1,2,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,1,0,0
Jeff Conine,35,BAL,AL,139,601,524,75,163,23,2,14,97,12,8,64,75,0.311,0.386,0.44299999999999995,0.8290000000000001,232,12,5,0,8,6
Jason Conti,26,ARI,NL,5,5,4,1,1,0,0,0,0,0,0,1,2,0.25,0.4,0.25,0.65,1,0,0,0,0,0
Dennis Cook,38,PHI,NL,19,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Mike Coolbaugh,29,MIL,NL,39,77,70,10,14,6,0,2,7,0,0,5,16,0.2,0.273,0.371,0.644,26,3,2,0,0,0
Ron Coomer,34,CHC,NL,111,386,349,25,91,19,1,8,53,0,0,29,70,0.261,0.316,0.39,0.706,136,23,2,0,6,1
Rocky Coppinger,27,MIL,NL,8,6,5,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,1,0,0
Alex Cora,25,LAD,NL,134,449,405,38,88,18,3,4,29,0,2,31,58,0.217,0.285,0.306,0.591,124,16,8,3,2,6
Wil Cordero,29,CLE,AL,89,299,268,30,67,11,1,4,21,0,0,22,50,0.25,0.313,0.34299999999999997,0.6559999999999999,92,8,4,2,3,2
Marty Cordova,31,CLE,AL,122,442,409,61,123,20,2,20,69,0,3,23,81,0.301,0.348,0.506,0.855,207,9,8,0,2,0
Mark Corey,26,NYM,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Rheal Cormier,34,PHI,NL,55,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Humberto Cota,22,PIT,NL,7,9,9,0,2,0,0,0,1,0,0,0,5,0.222,0.222,0.222,0.444,2,0,0,0,0,0
Craig Counsell,30,ARI,NL,141,535,458,76,126,22,3,4,38,6,8,61,76,0.275,0.359,0.36200000000000004,0.721,166,9,2,6,6,3
Steve Cox,26,TBD,AL,108,378,342,37,88,22,0,12,51,2,2,24,75,0.257,0.32299999999999995,0.42700000000000005,0.75,146,11,10,0,2,0
Tim Crabtree,31,TEX,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Joe Crede,23,CHW,AL,17,55,50,1,11,1,1,0,7,1,0,3,11,0.22,0.273,0.28,0.5529999999999999,14,1,1,0,1,0
Doug Creek,32,TBD,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Cesar Crespo,22,SDP,NL,55,179,153,27,32,6,0,4,12,6,2,25,50,0.209,0.32,0.327,0.647,50,2,0,1,0,0
Felipe Crespo,28,PHI,NL,33,47,41,1,7,3,1,0,5,0,0,4,8,0.171,0.23399999999999999,0.293,0.527,12,0,0,0,2,0
Jack Cressend,26,MIN,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
D.T. Cromer,30,CIN,NL,50,63,57,7,16,3,0,5,12,0,0,3,19,0.281,0.302,0.596,0.898,34,0,0,0,3,0
Deivi Cruz,28,DET,AL,110,438,414,39,106,28,1,7,52,4,1,17,46,0.256,0.29100000000000004,0.379,0.67,157,13,4,1,2,0
Jacob Cruz,28,COL,NL,44,90,76,7,16,1,0,1,7,0,2,10,27,0.21100000000000002,0.303,0.263,0.5670000000000001,20,1,1,1,2,0
Jose Cruz,27,TOR,AL,146,627,577,92,158,38,4,34,88,32,5,45,138,0.27399999999999997,0.326,0.53,0.857,306,8,1,2,2,4
Juan Cruz,22,CHC,NL,11,18,16,0,2,0,0,0,1,0,0,0,5,0.125,0.125,0.125,0.25,2,1,0,2,0,0
Nelson Cruz,28,HOU,NL,62,6,6,0,1,0,0,0,0,0,0,0,2,0.16699999999999998,0.16699999999999998,0.16699999999999998,0.33299999999999996,1,0,0,0,0,0
Darwin Cubillan,28,MON,NL,26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Michael Cuddyer,22,MIN,AL,8,20,18,1,4,2,0,0,1,1,0,2,6,0.222,0.3,0.33299999999999996,0.633,6,1,0,0,0,0
Midre Cummings,29,ARI,NL,20,21,20,1,6,1,0,0,1,0,0,0,4,0.3,0.28600000000000003,0.35,0.636,7,2,0,0,1,0
Will Cunnane,27,MIL,NL,31,7,7,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Chad Curtis,32,TEX,AL,38,130,115,24,29,3,0,3,10,7,1,14,21,0.252,0.33799999999999997,0.35700000000000004,0.695,41,3,1,0,0,0
Jack Cust,22,ARI,NL,3,3,2,0,1,0,0,0,0,0,0,1,0,0.5,0.667,0.5,1.167,1,0,0,0,0,0
Jeff D'Amico,25,MIL,NL,10,17,15,0,1,0,1,0,0,0,0,2,5,0.067,0.17600000000000002,0.2,0.376,3,0,0,0,0,0
Omar Daal,29,PHI,NL,30,63,55,7,13,1,0,0,5,0,0,1,10,0.23600000000000002,0.25,0.255,0.505,14,4,0,7,0,0
Mark Dalesandro,33,CHW,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Johnny Damon,27,OAK,AL,155,719,644,108,165,34,4,9,49,27,12,61,70,0.256,0.324,0.363,0.687,234,7,5,5,4,1
Vic Darensbourg,30,FLA,NL,55,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Mike Darr,25,SDP,NL,105,331,289,36,80,13,1,2,34,6,2,39,72,0.27699999999999997,0.363,0.349,0.7120000000000001,101,8,1,0,2,3
Brian Daubach,29,BOS,AL,122,472,407,54,107,28,3,22,71,1,0,53,108,0.263,0.35,0.509,0.8590000000000001,207,10,5,1,6,7
Jeff DaVanon,27,ANA,AL,40,100,88,7,17,2,1,5,9,1,3,11,29,0.193,0.28,0.409,0.6890000000000001,36,1,0,0,1,0
Joe Davenport,25,COL,NL,7,1,1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,1,0,0,0,0,0
Tom Davey,27,SDP,NL,37,1,0,0,0,0,0,0,0,0,0,1,0,,1.0,,,0,0,0,0,0,0
Ben Davis,24,SDP,NL,138,526,448,56,107,20,0,11,57,4,4,66,112,0.239,0.337,0.35700000000000004,0.6940000000000001,160,13,4,1,7,5
Doug Davis,25,TEX,AL,2,4,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,1,0,0
Eric Davis,39,SFG,NL,74,171,156,17,32,7,3,4,22,1,1,13,38,0.205,0.26899999999999996,0.365,0.634,57,4,1,0,1,0
Kane Davis,26,COL,NL,57,5,5,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Lance Davis,24,CIN,NL,20,37,33,3,4,1,0,0,2,0,0,0,15,0.121,0.121,0.152,0.273,5,0,0,4,0,0
Russ Davis,31,SFG,NL,53,189,167,16,43,13,1,7,17,1,0,17,49,0.257,0.326,0.473,0.799,79,5,1,2,2,2
Tomas de la Rosa,23,MON,NL,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Valerio De Los Santos,28,MIL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Mike DeJean,30,MIL,NL,72,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Carlos Delgado,29,TOR,AL,162,704,574,102,160,31,1,39,102,3,0,111,136,0.27899999999999997,0.408,0.54,0.948,310,9,16,0,3,22
Wilson Delgado,28,KCR,AL,14,28,25,1,3,0,0,0,1,0,0,3,10,0.12,0.214,0.12,0.33399999999999996,3,1,0,0,0,0
David Dellucci,27,ARI,NL,115,241,217,28,60,10,2,10,40,2,1,22,52,0.276,0.349,0.479,0.828,104,2,2,0,0,4
Ryan Dempster,24,FLA,NL,32,78,61,1,3,1,0,0,0,0,0,1,29,0.049,0.065,0.066,0.13,4,0,0,16,0,0
Mark DeRosa,26,ATL,NL,66,184,164,27,47,8,0,3,20,2,1,12,19,0.287,0.35,0.39,0.74,64,3,5,1,2,6
Delino DeShields,32,CHC,NL,68,195,163,26,45,9,3,2,16,12,1,28,35,0.276,0.38,0.405,0.785,66,5,0,3,1,0
Elmer Dessens,30,CIN,NL,33,70,57,3,11,1,0,0,2,0,0,3,12,0.193,0.233,0.21100000000000002,0.444,12,0,0,10,0,0
Einar Diaz,28,CLE,AL,134,478,437,54,121,34,1,4,56,1,2,17,44,0.27699999999999997,0.32799999999999996,0.387,0.7140000000000001,169,11,16,8,0,0
Mike Difelice,32,ARI,NL,12,23,21,1,1,0,0,0,1,0,0,0,10,0.048,0.091,0.048,0.139,1,0,1,1,0,0
Craig Dingman,27,COL,NL,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Chris Donnels,35,LAD,NL,66,101,88,8,15,2,0,3,8,0,0,12,25,0.17,0.27699999999999997,0.295,0.573,26,2,1,0,0,2
Octavio Dotel,27,HOU,NL,57,12,11,0,1,0,0,0,0,0,0,0,5,0.091,0.091,0.091,0.182,1,0,0,1,0,0
Kelly Dransfeldt,26,TEX,AL,4,3,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Darren Dreifort,29,LAD,NL,16,37,33,4,5,2,0,1,2,1,0,1,20,0.152,0.17600000000000002,0.303,0.48,10,0,0,3,0,0
J.D. Drew,25,STL,NL,109,443,375,80,121,18,5,27,73,13,3,57,75,0.32299999999999995,0.414,0.613,1.0270000000000001,230,6,4,3,4,4
Rob Ducey,36,MON,NL,27,59,46,6,11,2,0,2,8,0,1,10,14,0.239,0.379,0.413,0.792,19,0,1,1,1,0
Brandon Duckworth,25,PHI,NL,11,26,22,1,5,1,0,0,1,0,0,2,4,0.22699999999999998,0.292,0.273,0.564,6,1,0,2,0,0
Courtney Duncan,26,CHC,NL,35,5,3,1,0,0,0,0,1,0,0,2,1,0.0,0.4,0.0,0.4,0,0,0,0,0,0
Adam Dunn,21,CIN,NL,66,286,244,54,64,18,1,19,43,4,2,38,74,0.262,0.371,0.578,0.948,141,4,4,0,0,2
Shawon Dunston,38,SFG,NL,88,193,186,26,52,10,3,9,25,3,1,2,32,0.28,0.293,0.511,0.804,95,2,2,2,1,0
Todd Dunwoody,26,CHC,NL,33,64,61,6,13,4,0,1,3,0,1,3,14,0.213,0.25,0.32799999999999996,0.578,20,0,0,0,0,0
Erubiel Durazo,27,ARI,NL,92,207,175,34,47,11,0,12,38,0,0,28,49,0.26899999999999996,0.37200000000000005,0.537,0.909,94,1,2,0,2,1
Chad Durbin,23,KCR,AL,1,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0
Ray Durham,29,CHW,AL,152,691,611,104,163,42,10,20,65,23,10,64,110,0.267,0.337,0.466,0.804,285,10,4,6,6,3
Jermaine Dye,27,OAK,AL,61,265,232,41,69,17,1,13,59,2,0,27,44,0.297,0.366,0.547,0.9129999999999999,127,6,1,0,5,3
Damion Easley,31,DET,AL,154,658,585,77,146,27,7,11,65,10,5,52,90,0.25,0.32299999999999995,0.376,0.6990000000000001,220,10,13,4,4,3
Adam Eaton,23,SDP,NL,23,44,38,3,4,1,0,0,2,1,0,4,12,0.105,0.19,0.132,0.322,5,0,0,2,0,0
Angel Echevarria,30,MIL,NL,75,145,133,12,34,11,0,5,13,0,1,8,29,0.256,0.31,0.451,0.7609999999999999,60,2,3,0,1,0
David Eckstein,26,ANA,AL,153,664,582,82,166,26,2,4,41,29,4,43,60,0.285,0.355,0.35700000000000004,0.7120000000000001,208,11,21,16,2,0
Jim Edmonds,31,STL,NL,150,608,500,95,152,38,1,30,110,5,5,93,136,0.304,0.41,0.564,0.9740000000000001,282,8,4,1,10,12
Joey Eischen,31,MON,NL,24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Scott Elarton,25,COL,NL,4,8,8,0,1,0,0,0,0,0,0,0,2,0.125,0.125,0.125,0.25,1,1,0,0,0,0
Robert Ellis,30,ARI,NL,17,28,26,2,4,0,0,0,1,0,0,1,12,0.154,0.185,0.154,0.33899999999999997,4,0,0,1,0,0
Alan Embree,31,SFG,NL,22,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Juan Encarnacion,25,DET,AL,120,457,417,52,101,19,7,12,52,9,5,25,93,0.242,0.292,0.408,0.7,170,9,6,5,4,1
Mario Encarnacion,25,COL,NL,20,67,62,3,14,1,0,0,3,2,1,5,14,0.226,0.284,0.242,0.526,15,3,0,0,0,0
Darin Erstad,27,ANA,AL,157,716,631,89,163,35,1,9,63,24,10,62,113,0.258,0.331,0.36,0.691,227,8,10,1,7,7
Alex Escobar,22,NYM,NL,18,53,50,3,10,1,0,3,8,1,0,3,19,0.2,0.245,0.4,0.645,20,1,0,0,0,0
Kelvim Escobar,25,TOR,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Bobby Estalella,26,NYY,AL,3,6,4,1,0,0,0,0,0,0,0,1,2,0.0,0.33299999999999996,0.0,0.33299999999999996,0,0,1,0,0,0
Shawn Estes,28,SFG,NL,25,52,42,2,3,0,0,0,1,0,0,3,11,0.071,0.13,0.071,0.20199999999999999,3,1,0,6,1,0
Horacio Estrada,25,COL,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Johnny Estrada,25,PHI,NL,89,324,298,26,68,15,0,8,37,0,0,16,32,0.228,0.273,0.359,0.632,107,15,4,2,4,6
Tony Eusebio,34,HOU,NL,59,174,154,16,39,8,0,5,14,0,0,17,34,0.253,0.33899999999999997,0.40299999999999997,0.742,62,2,3,0,0,3
Adam Everett,24,HOU,NL,9,3,3,1,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Carl Everett,30,BOS,AL,102,449,409,61,105,24,4,14,58,9,2,27,104,0.257,0.32299999999999995,0.43799999999999994,0.7609999999999999,179,3,13,0,0,3
Jorge Fabregas,31,ANA,AL,53,157,148,9,33,4,2,2,16,0,0,3,15,0.223,0.235,0.318,0.5529999999999999,47,5,0,4,2,0
Kyle Farnsworth,25,CHC,NL,72,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Sal Fasano,29,COL,NL,25,72,63,10,16,5,0,3,9,0,0,4,19,0.254,0.32899999999999996,0.47600000000000003,0.805,30,1,3,2,0,0
Jeff Fassero,38,CHC,NL,78,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Carlos Febles,25,KCR,AL,79,317,292,45,69,9,2,8,25,5,2,22,58,0.23600000000000002,0.29100000000000004,0.363,0.654,106,7,1,1,1,0
Pedro Feliz,26,SFG,NL,94,238,220,23,50,9,1,7,22,2,1,10,50,0.22699999999999998,0.264,0.373,0.637,82,5,2,3,3,2
Jared Fernandez,29,CIN,NL,5,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Jose Fernandez,26,ANA,AL,13,27,25,1,2,1,0,0,0,0,1,2,10,0.08,0.14800000000000002,0.12,0.268,3,0,0,0,0,0
Osvaldo Fernandez,34,CIN,NL,18,23,19,1,1,0,0,0,0,0,0,1,8,0.053,0.1,0.053,0.153,1,0,0,3,0,0
Tony Fernandez,39,TOR,AL,48,62,59,5,18,4,0,1,12,0,1,1,8,0.305,0.32299999999999995,0.424,0.746,25,2,1,0,1,0
Mike Fetters,36,PIT,NL,20,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Robert Fick,27,DET,AL,124,448,401,62,109,21,2,19,61,0,3,39,62,0.272,0.33899999999999997,0.47600000000000003,0.816,191,10,4,0,4,3
Luis Figueroa,27,PIT,NL,4,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Nelson Figueroa,27,PHI,NL,18,26,24,4,6,1,0,0,1,0,0,1,11,0.25,0.28,0.292,0.5720000000000001,7,0,0,1,0,0
Jeremy Fikac,26,SDP,NL,23,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Bob File,24,TOR,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Steve Finley,36,ARI,NL,140,548,495,66,136,27,4,14,73,11,7,47,67,0.275,0.337,0.43,0.767,213,8,1,2,3,9
John Flaherty,33,TBD,AL,78,265,248,20,59,17,1,4,29,1,0,10,33,0.23800000000000002,0.26899999999999996,0.363,0.632,90,9,1,5,1,1
Darrin Fletcher,34,TOR,AL,134,453,416,36,94,20,0,11,56,0,1,24,43,0.226,0.27399999999999997,0.353,0.628,147,18,6,1,6,4
Bryce Florie,31,BOS,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Cliff Floyd,28,FLA,NL,149,629,555,123,176,44,4,31,103,18,3,59,101,0.317,0.39,0.578,0.968,321,9,10,0,5,19
P.J. Forbes,33,PHI,NL,3,7,7,1,2,0,0,0,1,0,0,0,2,0.28600000000000003,0.28600000000000003,0.28600000000000003,0.5710000000000001,2,0,0,0,0,0
Brook Fordyce,31,BAL,AL,95,320,292,30,61,18,0,5,19,1,2,21,56,0.209,0.268,0.322,0.59,94,7,3,3,1,1
Kevin Foster,32,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Keith Foulke,28,CHW,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Andy Fox,30,FLA,NL,54,98,81,8,15,0,1,3,7,1,0,15,17,0.185,0.327,0.321,0.648,26,2,2,0,0,1
Chad Fox,30,MIL,NL,61,3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
John Franco,40,NYM,NL,56,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Julio Franco,42,ATL,NL,25,101,90,13,27,4,0,3,11,0,0,10,20,0.3,0.376,0.444,0.821,40,3,1,0,0,1
Ryan Franklin,28,SEA,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Wayne Franklin,27,HOU,NL,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Ryan Freel,25,TOR,AL,9,24,22,1,6,1,0,0,3,2,1,1,4,0.273,0.33299999999999996,0.318,0.652,7,0,1,0,0,0
Jeff Frye,34,TOR,AL,74,194,175,24,43,6,1,2,15,2,1,12,18,0.24600000000000002,0.305,0.326,0.631,57,2,3,4,0,0
Travis Fryman,32,CLE,AL,98,370,334,34,88,15,0,3,38,1,2,30,63,0.263,0.327,0.335,0.662,112,8,3,0,3,1
Brian Fuentes,25,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Brad Fullmer,26,TOR,AL,146,573,522,71,143,31,2,18,83,5,2,38,88,0.27399999999999997,0.326,0.444,0.7709999999999999,232,13,6,0,7,8
Aaron Fultz,27,SFG,NL,62,5,5,1,2,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.8,2,0,0,0,0,0
Rafael Furcal,23,ATL,NL,79,359,324,39,89,19,0,4,30,22,6,24,56,0.275,0.321,0.37,0.691,120,5,1,4,6,1
Mike Fyhrie,31,CHC,NL,15,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Eric Gagne,25,LAD,NL,33,51,44,3,6,2,1,1,2,0,1,1,13,0.136,0.156,0.295,0.451,13,2,0,6,0,0
Andres Galarraga,40,SFG,NL,49,174,156,17,45,12,1,7,35,0,3,13,49,0.28800000000000003,0.35100000000000003,0.513,0.863,80,3,3,0,2,1
Gus Gandarillas,29,MIL,NL,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Ron Gant,36,OAK,AL,34,93,81,15,21,5,1,2,13,2,0,11,24,0.259,0.344,0.42,0.764,34,0,0,0,1,0
Rich Garces,30,BOS,AL,3,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,1,0,0,0,0
Freddy Garcia,24,SEA,AL,2,9,7,0,1,0,0,0,0,0,0,0,4,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.28600000000000003,1,0,0,2,0,0
Jesse Garcia,27,ATL,NL,22,6,5,3,1,0,0,0,0,6,2,0,1,0.2,0.2,0.2,0.4,1,0,0,1,0,0
Karim Garcia,25,CLE,AL,20,50,45,8,14,3,0,5,9,0,0,3,13,0.311,0.36,0.711,1.071,32,1,1,0,1,0
Nomar Garciaparra,27,BOS,AL,21,91,83,13,24,3,0,4,8,0,1,7,9,0.289,0.35200000000000004,0.47,0.8220000000000001,39,1,1,0,0,0
Mark Gardner,39,SFG,NL,22,26,21,1,0,0,0,0,1,0,0,1,8,0.0,0.045,0.0,0.045,0,0,0,4,0,0
Jon Garland,21,CHW,AL,4,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Jason Giambi,30,OAK,AL,154,671,520,109,178,47,2,38,120,2,0,129,83,0.342,0.47700000000000004,0.66,1.137,343,17,13,0,9,24
Jeremy Giambi,26,OAK,AL,124,443,371,64,105,26,0,12,57,0,1,63,83,0.28300000000000003,0.391,0.45,0.841,167,13,4,3,2,1
Jay Gibbons,24,BAL,AL,73,246,225,27,53,10,0,15,36,0,1,17,39,0.23600000000000002,0.301,0.48,0.7809999999999999,108,7,4,0,0,0
Benji Gil,28,ANA,AL,104,278,260,33,77,15,4,8,39,3,4,14,57,0.29600000000000004,0.33,0.47700000000000004,0.807,124,6,0,2,2,0
Geronimo Gil,25,BAL,AL,17,66,58,3,17,2,0,0,6,0,0,5,7,0.293,0.369,0.32799999999999996,0.6970000000000001,19,1,2,1,0,0
Brian Giles,30,PIT,NL,160,674,576,116,178,37,7,37,95,13,6,90,67,0.309,0.40399999999999997,0.59,0.9940000000000001,340,10,4,0,4,14
Marcus Giles,23,ATL,NL,68,273,244,36,64,10,2,9,31,2,5,28,37,0.262,0.33799999999999997,0.43,0.769,105,8,0,1,0,0
Bernard Gilkey,34,ATL,NL,69,121,106,8,29,6,0,2,14,0,1,11,31,0.27399999999999997,0.33899999999999997,0.387,0.726,41,4,1,0,3,0
Keith Ginter,25,HOU,NL,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Matt Ginter,23,CHW,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Charles Gipson,28,SEA,AL,94,72,64,16,14,2,2,0,5,1,1,4,20,0.21899999999999997,0.282,0.313,0.594,20,2,2,1,1,0
Joe Girardi,36,CHC,NL,78,253,229,22,58,10,1,3,25,0,1,21,50,0.253,0.315,0.345,0.66,79,2,0,2,1,4
Doug Glanville,30,PHI,NL,153,674,634,74,166,24,3,14,55,28,6,19,91,0.262,0.285,0.375,0.66,238,7,4,10,7,1
Troy Glaus,24,ANA,AL,161,708,588,100,147,38,2,41,108,10,3,107,158,0.25,0.36700000000000005,0.531,0.898,312,16,6,0,7,7
Tom Glavine,35,ATL,NL,32,78,57,4,8,2,0,0,2,0,0,4,21,0.14,0.19699999999999998,0.175,0.37200000000000005,10,0,0,17,0,0
Gary Glover,24,CHW,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Wayne Gomes,28,SFG,NL,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Chris Gomez,30,TBD,AL,58,206,189,31,57,16,0,8,36,3,0,8,24,0.302,0.332,0.513,0.845,97,4,2,4,3,0
Alex Gonzalez,24,FLA,NL,145,561,515,57,129,36,1,9,48,2,2,30,107,0.25,0.303,0.377,0.68,194,13,10,3,3,6
Dicky Gonzalez,22,NYM,NL,15,22,20,1,2,0,0,0,0,0,0,1,4,0.1,0.14300000000000002,0.1,0.243,2,0,0,1,0,0
Juan Gonzalez,31,CLE,AL,140,595,532,97,173,34,1,35,140,1,0,41,94,0.325,0.37,0.59,0.96,314,18,6,0,16,5
Luis Gonzalez,33,ARI,NL,162,728,609,128,198,36,7,57,142,1,1,100,83,0.325,0.429,0.688,1.117,419,14,14,0,5,24
Raul Gonzalez,27,CIN,NL,11,15,14,0,3,0,0,0,0,0,0,1,3,0.214,0.267,0.214,0.48100000000000004,3,0,0,0,0,0
Wiki Gonzalez,27,SDP,NL,64,176,160,16,44,6,0,8,27,2,0,11,28,0.275,0.335,0.46299999999999997,0.7979999999999999,74,3,4,0,1,1
Tom Goodwin,32,LAD,NL,105,312,286,51,66,8,5,4,22,22,8,23,58,0.231,0.28600000000000003,0.336,0.622,96,3,0,1,2,0
Tom Gordon,33,CHC,NL,45,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Mark Grace,37,ARI,NL,145,553,476,66,142,31,2,15,78,1,0,67,36,0.298,0.386,0.466,0.852,222,7,4,1,5,6
Tony Graffanino,29,CHW,AL,74,169,145,23,44,9,0,2,15,4,1,16,29,0.303,0.37,0.40700000000000003,0.777,59,4,1,4,3,0
Danny Graves,27,CIN,NL,63,4,4,1,1,0,0,1,2,0,0,0,2,0.25,0.25,1.0,1.25,4,0,0,0,0,0
Craig Grebeck,36,BOS,AL,23,43,41,1,2,1,0,0,2,0,0,2,9,0.049,0.09300000000000001,0.073,0.166,3,0,0,0,0,0
Shawn Green,28,LAD,NL,161,701,619,121,184,31,4,49,125,20,4,72,107,0.297,0.37200000000000005,0.598,0.97,370,10,5,0,5,10
Todd Greene,30,NYY,AL,35,100,96,9,20,4,0,1,11,0,0,3,21,0.20800000000000002,0.24,0.281,0.521,27,3,1,0,0,0
Rusty Greer,32,TEX,AL,62,279,245,38,67,23,0,7,29,1,2,27,32,0.273,0.342,0.45299999999999996,0.795,111,5,1,1,5,1
Ben Grieve,25,TBD,AL,154,639,542,72,143,30,2,11,72,7,1,87,159,0.264,0.37200000000000005,0.387,0.76,210,13,8,0,2,2
Ken Griffey Jr.,31,CIN,NL,111,417,364,57,104,20,2,22,65,2,0,44,72,0.28600000000000003,0.365,0.5329999999999999,0.898,194,8,4,1,4,6
Jason Grilli,24,FLA,NL,6,9,7,1,2,0,0,1,2,0,0,0,2,0.28600000000000003,0.28600000000000003,0.7140000000000001,1.0,5,0,0,2,0,0
