playerID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,nameFirst,nameLast,weight,height,bats,throws,debutGame,finalGame
diehler01,1877,10,2,USA,OH,Cincinnati,Ernie,Diehl,190,73,R,R,1903-05-31,1909-08-12
diehlge01,1918,2,25,USA,PA,Emmaus,George,Diehl,196,74,R,R,1942-04-19,1943-05-05
diehlph01,1994,7,16,USA,OH,Cincinnati,Phillip,Diehl,169,74,L,L,2019-06-11,2020-08-30
diekmja01,1987,1,21,USA,NE,Wymore,Jake,Diekman,195,76,L,L,2012-05-15,2021-04-20
dierich01,1923,2,5,USA,MO,St. Louis,Chuck,Diering,165,70,R,R,1947-04-15,1956-06-24
dierkla01,1946,9,22,USA,CA,Hollywood,Larry,Dierker,215,76,R,R,1964-09-22,1977-10-01
dietrbi01,1910,3,29,USA,PA,Philadelphia,Bill,Dietrich,185,72,R,R,1933-04-13,1948-06-05
dietrde01,1989,7,18,USA,OH,Cleveland,Derek,Dietrich,205,74,L,R,2013-05-08,2020-09-27
dietzdi01,1941,9,18,USA,IN,Crawfordsville,Dick,Dietz,195,73,R,R,1966-06-18,1973-09-30
dietzdu01,1912,2,12,USA,OH,Cincinnati,Dutch,Dietz,180,71,R,R,1940-04-26,1943-07-29
dietzro01,1931,1,9,USA,MD,Baltimore,Roy,Dietzel,190,72,R,R,1954-09-02,1954-09-24
difanja01,1922,12,21,USA,MO,Crystal City,Jay,Difani,170,72,R,R,1948-04-23,1949-04-28
difelma01,1976,8,23,USA,PA,Bryn Mawr,Mark,DiFelice,190,74,R,R,2008-05-18,2011-06-25
difelmi01,1969,5,28,USA,PA,Philadelphia,Mike,Difelice,205,74,R,R,1996-09-01,2008-04-18
difowi01,1992,4,2,D.R.,Santiago,Santiago de los Caballeros,Wilmer,Difo,200,71,B,R,2015-05-19,2021-04-18
diggibe01,1979,6,13,USA,KS,Leoti,Ben,Diggins,230,79,R,R,2002-09-02,2002-09-26
diggsre01,1915,9,22,USA,VA,Mathews,Reese,Diggs,180,74,B,R,1934-09-15,1934-09-29
dignast01,1859,4,16,USA,MA,Boston,Steve,Dignan,,,,,1880-06-01,1880-08-07
dihigma99,1905,5,25,Cuba,,Cidra,Martin,Dihigo,195,74,R,R,,
dilauja01,1943,3,3,USA,OH,Akron,Jack,DiLauro,185,74,B,L,1969-05-15,1970-09-25
dillado01,1937,1,8,USA,SC,Greenville,Don,Dillard,200,73,L,R,1959-04-24,1965-09-27
dillago01,1964,5,20,USA,CA,Salinas,Gordon,Dillard,190,73,L,L,1988-08-12,1989-05-16
dillapa01,1873,6,12,USA,TN,Chattanooga,Pat,Dillard,180,72,L,R,1900-04-21,1900-08-18
dillast01,1951,2,8,USA,TN,Memphis,Steve,Dillard,180,73,R,R,1975-09-28,1982-10-03
dillati01,1983,7,19,USA,FL,Sarasota,Tim,Dillard,215,77,R,R,2008-05-23,2012-07-07
dillhpi01,1893,10,13,USA,OH,Cleveland,Pickles,Dillhoefer,154,67,R,R,1917-04-16,1921-10-01
dillibo01,1918,9,17,USA,CA,Glendale,Bob,Dillinger,170,71,R,R,1946-04-16,1951-09-28
dilliha01,1894,10,30,USA,OH,Pomeroy,Harley,Dillinger,175,71,R,L,1914-08-16,1914-10-03
dillmbi01,1945,5,25,USA,NJ,Trenton,Bill,Dillman,180,74,R,R,1967-04-14,1970-07-18
dillojo01,,,,USA,MO,St. Louis,John,Dillon,,,,,1875-05-08,1875-05-08
dillojo02,1975,8,2,USA,CA,Modesto,Joe,Dillon,210,74,R,R,2005-05-18,2009-08-04
dillopa01,1853,1,2,USA,MO,St. Louis,Packy,Dillon,,,,,1875-05-04,1875-05-08
dillopo01,1873,10,17,USA,IL,Normal,Pop,Dillon,185,73,L,R,1899-09-08,1904-10-08
dillost01,1943,3,20,USA,NY,Yonkers,Steve,Dillon,160,70,L,L,1963-09-05,1964-05-06
dilonmi01,1954,11,1,D.R.,Santiago,Santiago,Miguel,Dilone,160,72,B,R,1974-09-02,1985-10-06
dimagdo01,1917,2,12,USA,CA,San Francisco,Dom,DiMaggio,168,69,R,R,1940-04-16,1953-05-09
dimagjo01,1914,11,25,USA,CA,Martinez,Joe,DiMaggio,193,74,R,R,1936-05-03,1951-09-30
dimagvi01,1912,9,6,USA,CA,Martinez,Vince,DiMaggio,183,71,R,R,1937-04-19,1946-06-06
dimicfr01,1965,2,16,USA,PA,Philadelphia,Frank,DiMichele,205,75,R,L,1988-04-08,1988-04-17
dimmemi01,1954,10,16,USA,MN,Albert Lea,Mike,Dimmel,180,72,R,R,1977-09-02,1979-04-18
dinarle01,1979,9,19,USA,FL,Miami,Lenny,DiNardo,220,74,L,L,2004-04-23,2009-10-02
dineeke01,1952,7,1,USA,NJ,Englewood,Kerry,Dineen,165,71,L,L,1975-06-14,1978-10-01
dingeva01,1915,5,29,USA,NJ,Elizabeth,Vance,Dinges,175,74,L,L,1945-04-17,1946-09-15
dingmcr01,1974,3,12,USA,KS,Wichita,Craig,Dingman,215,76,R,R,2000-06-30,2005-09-28
dinini01,1993,7,27,USA,NJ,Monroe,Nick,Dini,190,68,R,R,2019-08-07,2019-09-29
dinkebr01,1983,11,10,USA,IL,Centralia,Brian,Dinkelman,195,71,L,R,2011-06-04,2011-09-28
dinnebi01,1876,4,5,USA,NY,Syracuse,Bill,Dinneen,190,73,L,R,1898-04-22,1909-08-26
dioriro01,1946,7,15,USA,CT,Waterbury,Ron,Diorio,212,78,R,R,1973-08-09,1974-04-07
dipiebo01,1927,9,1,USA,CA,San Francisco,Bob,DiPietro,185,71,R,R,1951-09-23,1951-09-30
dipinfr01,1956,10,22,USA,NY,Syracuse,Frank,DiPino,175,70,L,L,1981-09-14,1993-07-22
dipotje01,1968,5,24,USA,NJ,Jersey City,Jerry,Dipoto,203,74,R,R,1993-05-11,2000-10-01
dirksan01,1986,1,24,USA,KS,Hutchinson,Andy,Dirks,195,72,L,L,2011-05-16,2013-09-29
disarga01,1967,11,19,USA,MA,Malden,Gary,Disarcina,170,73,R,R,1989-09-23,2000-05-08
dischge01,1879,3,15,USA,MO,Lincoln,George,Disch,,71,,R,1905-08-08,1905-10-03
dishmgl01,1970,11,5,USA,MD,Baltimore,Glenn,Dishman,195,73,R,L,1995-06-22,1997-09-07
distaal01,1948,12,23,USA,CA,Los Angeles,Alec,Distaso,200,74,R,R,1969-04-20,1969-04-22
distebe01,1962,1,23,USA,NY,Brooklyn,Benny,Distefano,195,73,L,L,1984-05-18,1992-08-05
distedu01,1896,4,15,USA,IN,Madison,Dutch,Distel,165,69,R,R,1918-06-21,1918-06-27
ditmaar01,1929,4,3,USA,MA,Winthrop,Art,Ditmar,185,74,R,R,1954-04-19,1962-05-19
dittmja01,1928,1,10,USA,IA,Elkader,Jack,Dittmer,175,73,L,R,1952-06-17,1957-06-23
divismo01,1894,1,16,USA,OH,Cleveland,Moxie,Divis,,66,,,1916-08-04,1916-08-06
dixonbr01,1992,1,29,USA,CA,La Jolla,Brandon,Dixon,215,74,R,R,2018-05-22,2020-09-27
dixonke01,1960,10,17,USA,VA,Monroe,Ken,Dixon,166,71,B,R,1984-09-22,1987-09-14
dixonle01,1894,9,4,USA,IL,Chicago,Leo,Dixon,170,71,R,R,1925-04-14,1929-08-17
dixonso01,1924,11,5,USA,NC,Charlotte,Sonny,Dixon,205,74,B,R,1953-04-20,1956-09-29
dixonst01,1969,8,3,USA,OH,Cincinnati,Steve,Dixon,190,72,L,L,1993-09-07,1994-07-18
dixonto01,1955,4,23,USA,FL,Orlando,Tom,Dixon,175,71,R,R,1977-07-30,1983-09-23
dlugabr01,1983,3,3,USA,AR,Fort Smith,Brent,Dlugach,200,76,R,R,2009-09-13,2009-10-02
doakbi01,1891,1,28,USA,PA,Pittsburgh,Bill,Doak,165,72,R,R,1912-09-01,1929-05-13
doanewa01,1887,3,12,USA,ID,Bellevue,Walt,Doan,165,72,L,R,1909-09-20,1910-09-14
dobbeda01,1934,12,6,USA,MI,Ontonagon,Dan,Dobbek,195,72,L,R,1959-09-09,1961-10-01
dobbjo01,1901,11,15,USA,MI,Muskegon,John,Dobb,180,74,R,L,1924-08-13,1924-08-30
dobbsgr01,1978,7,2,USA,CA,Los Angeles,Greg,Dobbs,205,73,L,R,2004-09-08,2014-06-24
dobbsjo01,1875,6,3,USA,TN,Chattanooga,John,Dobbs,170,69,L,R,1901-04-20,1905-09-20
dobenra01,1906,7,28,USA,NH,Nashua,Ray,Dobens,175,68,L,L,1929-07-07,1929-09-25
doberje01,1917,11,20,USA,IL,Mount Olive,Jess,Dobernic,170,70,R,R,1939-07-02,1949-07-28
dobnara01,1995,1,17,USA,PA,South Park,Randy,Dobnak,230,73,R,R,2019-08-09,2021-04-21
dobsoch01,1944,1,10,USA,MO,Kansas City,Chuck,Dobson,200,76,R,R,1966-04-19,1975-05-26
dobsojo01,1917,1,20,USA,OK,Durant,Joe,Dobson,197,74,R,R,1939-04-26,1954-04-30
dobsopa01,1942,2,12,USA,NY,Buffalo,Pat,Dobson,190,75,R,R,1967-05-31,1977-09-19
dobyla01,1923,12,13,USA,SC,Camden,Larry,Doby,180,73,L,R,1947-07-05,1959-07-26
dockige01,1917,5,5,USA,KS,Clyde,George,Dockins,175,72,L,L,1945-05-05,1947-08-19
doddon01,1886,10,14,USA,TX,Springtown,Ona,Dodd,150,68,R,R,1912-07-26,1912-08-14
doddro01,1973,3,14,USA,KS,Kansas City,Robert,Dodd,195,75,L,L,1998-05-28,1998-06-16
doddto01,1958,8,15,USA,OR,Portland,Tom,Dodd,190,72,R,R,1986-07-25,1986-08-06
dodgejo01,1893,4,27,USA,MS,Bolivar,John,Dodge,165,71,R,R,1912-08-29,1913-10-05
dodgesa01,1899,12,19,USA,PA,Neath,Sam,Dodge,170,73,R,R,1921-09-24,1922-04-28
dodsopa01,1959,10,11,USA,CA,Santa Monica,Pat,Dodson,210,76,L,L,1986-09-05,1988-06-22
doefr01,1864,4,18,USA,MA,Gloucester,Fred,Doe,165,70,R,R,1890-08-23,1890-08-30
doerrbo01,1918,4,7,USA,CA,Los Angeles,Bobby,Doerr,175,71,R,R,1937-04-20,1951-09-07
dohened01,1873,11,24,USA,VT,Northfield,Ed,Doheny,165,70,L,L,1895-09-16,1903-09-07
doherjo01,1951,8,22,USA,MA,Woburn,John,Doherty,185,71,L,L,1974-06-01,1975-07-30
doherjo02,1967,6,11,USA,NY,Bronx,John,Doherty,190,76,R,R,1992-04-08,1996-04-15
dohmasc01,1978,2,13,USA,LA,New Orleans,Scott,Dohmann,200,73,R,R,2004-05-15,2008-05-07
dolanbi01,1881,7,9,USA,WI,Onalaska,Biddy,Dolan,,72,R,R,1914-04-16,1914-06-08
dolanco01,1872,12,3,USA,MA,Cambridge,Cozy,Dolan,160,70,L,L,1895-04-26,1906-10-05
dolanco02,1882,12,23,USA,WI,Oshkosh,Cozy,Dolan,160,70,R,R,1909-08-15,1922-07-07
dolanjo01,1867,9,12,USA,KY,Newport,John,Dolan,170,70,,R,1890-09-05,1895-09-04
dolanjo02,1873,2,24,USA,MD,Baltimore,Joe,Dolan,155,70,,R,1896-08-11,1901-09-28
dolanto01,1855,1,10,USA,NY,New York,Tom,Dolan,185,71,R,R,1879-09-30,1888-10-14
dolele01,1855,7,8,USA,CT,Meriden,Lester,Dole,,71,,,1875-05-27,1875-05-27
dolisra01,1988,1,10,D.R.,La Romana,La Romana,Rafael,Dolis,235,76,R,R,2011-09-26,2021-04-21
doljafr01,1907,10,5,USA,OH,Cleveland,Frank,Doljack,175,71,R,R,1930-09-04,1943-07-03
dollar01,1913,5,7,USA,IL,Chicago,Art,Doll,190,73,R,R,1935-09-21,1938-09-29
dolsifr01,1983,1,9,D.R.,San Pedro de Macoris,San Pedro de Macoris,Freddy,Dolsi,160,72,R,R,2008-05-06,2009-08-12
dominan01,1975,10,30,USA,CA,Tarzana,Andy,Dominique,220,72,R,R,2004-05-25,2005-05-22
dominch01,1986,11,22,USA,CA,Los Angeles,Chris,Dominguez,235,76,R,R,2014-09-03,2015-06-27
dominjo01,1990,8,7,D.R.,San Pedro de Macoris,San Pedro de Macoris,Jose,Dominguez,200,72,R,R,2013-06-30,2016-10-01
dominju01,1980,5,18,D.R.,Sanchez Ramirez,,Juan,Dominguez,180,74,R,R,2003-08-12,2005-10-01
dominma01,1989,8,28,USA,CA,Los Angeles,Matt,Dominguez,220,74,R,R,2011-09-06,2016-06-06
dominse01,1994,11,25,D.R.,Valverde,Esperanza,Seranthony,Dominguez,225,73,R,R,2018-05-07,2019-06-05
donahde01,1920,6,23,USA,IL,Chicago,Deacon,Donahue,180,72,R,R,1943-09-16,1944-05-26
donahji01,1862,1,8,USA,IL,Lockport,Jim,Donahue,175,72,R,R,1886-04-19,1891-10-02
donahji02,1879,7,13,USA,OH,Springfield,Jiggs,Donahue,178,73,L,L,1900-09-10,1909-10-02
donahjo01,1894,4,19,USA,MA,Roxbury,John,Donahue,170,68,B,R,1923-09-25,1923-10-07
donahpa01,1884,11,3,USA,OH,Springfield,Pat,Donahue,175,72,R,R,1908-05-29,1910-09-05
donahre01,1873,1,23,USA,CT,Waterbury,Red,Donahue,187,72,R,R,1893-05-06,1906-09-28
donahsh01,1877,6,29,USA,NY,Oswego,She,Donahue,,69,R,R,1904-04-19,1904-10-03
donahti01,1870,6,8,USA,MA,Raynham,Tim,Donahue,180,71,L,R,1891-07-28,1902-05-17
donalat01,1910,8,19,USA,MS,Morton,Atley,Donald,186,73,L,R,1938-04-21,1945-07-13
donaled01,1883,6,22,USA,OH,Bidwell,Ed,Donalds,180,71,R,R,1912-09-01,1912-09-01
donalja01,1984,9,4,USA,CA,Fresno,Jason,Donald,195,73,R,R,2010-05-18,2012-10-03
donaljo01,1943,5,5,USA,NC,Charlotte,John,Donaldson,160,71,L,R,1966-08-26,1974-10-02
donaljo02,1985,12,8,USA,FL,Pensacola,Josh,Donaldson,210,73,R,R,2010-04-30,2021-04-21
dondele01,1903,9,12,USA,CA,Newark,Len,Dondero,178,71,R,R,1929-04-21,1929-08-11
donlimi01,1878,5,30,USA,IL,Peoria,Mike,Donlin,170,69,L,L,1899-07-19,1914-10-01
donnebl01,1914,1,21,USA,MN,Olivia,Blix,Donnelly,166,70,R,R,1944-05-06,1951-05-03
donnebr01,1971,7,4,USA,DC,Washington,Brendan,Donnelly,205,75,R,R,2002-04-09,2010-07-23
donnech01,1966,4,21,USA,CA,Los Angeles,Chris,Donnels,185,72,L,R,1991-05-07,2002-09-29
donneed01,1879,7,29,USA,NY,Hampton,Ed,Donnelly,205,73,R,R,1911-09-19,1912-10-03
donneed02,1932,12,10,USA,MI,Allen,Ed,Donnelly,175,72,R,R,1959-08-01,1959-09-20
donnefr01,1869,10,7,USA,IL,Tamaroa,Frank,Donnelly,180,66,L,,1893-08-15,1894-05-23
donneji01,1865,7,19,USA,CT,New Haven,Jim,Donnelly,155,70,R,R,1884-08-11,1898-05-12
donneji02,1867,1,6,USA,MA,Boston,Jim,Donnelly,,,,,1884-07-11,1884-07-18
donnejo01,1850,11,15,USA,PA,Philadelphia,John,Donnelly,132,66,,,1873-04-14,1874-10-30
donnepe01,,,,,,,Pete,Donnelly,,,,,1871-05-13,1871-07-08
donohji01,1937,10,31,USA,MO,St. Louis,Jim,Donohue,190,76,R,R,1961-04-11,1962-06-22
donohjo01,1863,12,9,USA,PA,Altoona,Alexander,Donoghue,165,68,,L,1891-08-24,1891-08-29
donohpe01,1900,11,5,USA,TX,Athens,Pete,Donohue,185,74,R,R,1921-07-01,1932-05-06
donohto01,1952,11,15,USA,NY,Mineola,Tom,Donohue,185,72,R,R,1979-04-06,1980-10-05
donosli01,1922,9,23,Cuba,La Habana,La Habana,Lino,Donoso,160,71,L,L,1955-06-18,1956-05-02
donovbi01,1876,10,13,USA,MA,Lawrence,Bill,Donovan,190,71,B,R,1898-04-22,1918-09-02
donovbi02,1916,7,6,USA,IL,Maywood,Bill,Donovan,198,74,R,L,1942-04-19,1943-06-20
donovdi01,1927,12,7,USA,MA,Boston,Dick,Donovan,190,75,L,R,1950-04-24,1965-06-12
donovfr01,1864,7,4,USA,NH,Epping,Fred,Donovan,,,R,R,1895-06-23,1895-07-06
donovje01,1876,9,3,USA,PA,Lock Haven,Jerry,Donovan,,,R,R,1906-04-12,1906-10-03
donovmi01,1881,10,18,USA,NY,Brooklyn,Mike,Donovan,155,68,R,R,1904-05-29,1908-10-08
donovpa01,1865,3,16,Ireland,,Queenstown,Patsy,Donovan,175,71,L,L,1890-04-19,1907-10-05
donovto01,1873,1,1,USA,NY,West Troy,Tom,Donovan,168,74,R,R,1901-09-10,1901-09-28
dooinre01,1879,6,12,USA,OH,Cincinnati,Red,Dooin,165,69,R,R,1902-04-18,1916-06-24
doolami01,1880,5,7,USA,PA,Ashland,Mickey,Doolin,170,70,R,R,1905-04-14,1918-09-02
doolise01,1986,9,26,USA,SD,Rapid City,Sean,Doolittle,204,74,L,L,2012-06-05,2021-04-20
doomsha01,1867,1,30,USA,MO,St. Louis,Harry,Dooms,,,L,,1892-08-07,1892-08-07
dopsojo01,1963,7,14,USA,MD,Baltimore,John,Dopson,205,76,L,R,1985-09-04,1994-06-22
doranbi01,1898,6,14,USA,CA,San Francisco,Bill,Doran,175,71,L,R,1922-06-23,1922-07-28
doranbi02,1958,5,28,USA,OH,Cincinnati,Bill,Doran,175,71,B,R,1982-09-06,1993-07-08
doranjo01,1861,8,,USA,PA,Athens,John,Doran,175,71,L,L,1891-04-11,1891-06-01
doranto01,1880,12,2,USA,NY,Westchester County,Tom,Doran,152,71,L,R,1904-04-19,1906-08-11
dorgaje01,1856,,,USA,CT,Meriden,Jerry,Dorgan,165,,L,R,1880-07-08,1885-06-25
dorgami01,1853,10,2,USA,CT,Middletown,Mike,Dorgan,180,69,R,R,1877-05-08,1890-06-09
dorisha01,1921,7,13,USA,PA,Swoyersville,Fritz,Dorish,204,71,R,R,1947-04-15,1956-09-28
dormach01,1898,4,23,USA,CA,San Francisco,Charlie,Dorman,185,74,R,R,1923-05-14,1923-05-14
dormare01,1900,10,3,USA,IL,Jacksonville,Red,Dorman,180,70,R,R,1928-08-21,1928-09-30
dornda01,1984,7,20,USA,CA,San Dimas,Danny,Dorn,200,74,L,L,2015-04-21,2015-07-19
dornegu01,1876,8,18,USA,PA,Chambersburg,Gus,Dorner,176,70,R,R,1902-09-17,1909-05-17
dorrbe01,1862,2,2,USA,NY,New York,Bert,Dorr,,,,,1882-08-24,1882-10-01
dorsebr01,1961,4,9,USA,IN,Terre Haute,Brian,Dorsett,215,75,R,R,1987-09-08,1996-06-04
dorseca01,1913,6,10,USA,TX,Lone Oak,Cal,Dorsett,180,72,R,R,1940-08-19,1947-09-14
dorseje01,1864,,,USA,MD,Baltimore,Joseph,Dorsey,,,L,,1884-07-09,1884-07-09
dorseje02,1885,12,4,USA,CA,Oakland,Jerry,D'Arcy,175,71,L,L,1911-09-23,1911-09-28
dorseji01,1955,8,2,USA,IL,Chicago,Jim,Dorsey,190,74,R,R,1980-09-02,1985-07-07
dortame01,1982,1,15,Venezuela,Carabobo,Valencia,Melvin,Dorta,160,71,R,R,2006-07-21,2006-10-01
doschhe01,1852,12,20,USA,NY,New York,Herm,Doscher,182,70,R,R,1872-09-05,1882-08-04
doschja01,1880,7,27,USA,NY,Troy,Jack,Doscher,205,73,L,L,1903-07-02,1908-07-30
dosteda01,1970,10,8,USA,IN,Fort Wayne,David,Doster,185,70,R,R,1996-06-16,1999-10-03
doteloc01,1973,11,25,D.R.,Distrito Nacional,Santo Domingo,Octavio,Dotel,230,72,R,R,1999-06-26,2013-04-19
dotsori01,1959,1,10,USA,OH,Cincinnati,Richard,Dotson,190,73,R,R,1979-09-04,1990-06-05
dottedu01,1931,11,11,USA,NY,Syracuse,Dutch,Dotterer,209,72,R,R,1957-09-25,1961-04-30
dottega01,1942,8,7,USA,MO,St. Louis,Gary,Dotter,180,73,L,L,1961-09-10,1964-10-02
dotyba01,1867,12,17,USA,NY,Lyons,Babe,Doty,160,72,L,R,1890-08-18,1890-08-18
doubrfe01,1987,10,23,Venezuela,Carabobo,Puerto Cabello,Felix,Doubront,240,74,L,L,2010-06-18,2015-10-03
doughch01,1862,2,7,USA,WI,Darlington,Charlie,Dougherty,,,,,1884-04-17,1884-05-31
doughji01,1968,3,8,USA,NY,Brentwood,Jim,Dougherty,210,72,R,R,1995-04-27,1999-04-20
doughpa01,1876,10,27,USA,NY,Andover,Patsy,Dougherty,190,74,L,R,1902-04-19,1911-09-22
doughto01,1881,5,30,USA,IL,Chicago,Tom,Dougherty,195,71,L,R,1904-04-24,1904-04-24
douglas01,1897,9,19,USA,TX,Covington,Astyanax,Douglass,190,73,L,R,1921-07-30,1925-05-29
dougljo01,1917,9,14,USA,WV,Thayer,John,Douglas,195,74,L,L,1945-04-21,1945-05-05
douglkl01,1872,5,10,USA,PA,Boston,Klondike,Douglass,200,72,L,R,1896-04-23,1904-04-16
douglla01,1890,6,5,USA,TN,Jellico,Larry,Douglas,175,75,R,R,1915-06-17,1915-06-25
douglph01,1890,6,17,USA,GA,Cedartown,Phil,Douglas,190,75,R,R,1912-08-30,1922-07-30
douglse01,1979,4,28,USA,CA,Lancaster,Sean,Douglass,200,78,R,R,2001-07-18,2005-09-28
douglwh01,1935,2,17,USA,NC,Carrboro,Whammy,Douglas,185,74,R,R,1957-07-29,1957-09-21
doumiry01,1981,4,3,USA,WA,Moses Lake,Ryan,Doumit,220,73,B,R,2005-06-05,2014-09-28
douthta01,1901,4,22,USA,AR,Little Rock,Taylor,Douthit,175,71,R,R,1923-09-14,1933-06-28
dovalca01,1997,7,4,D.R.,Monte Plata,Yamasa,Camilo,Doval,185,74,R,R,2021-04-18,2021-04-21
dovede01,1981,8,31,USA,GA,Tifton,Dennis,Dove,205,76,R,R,2007-04-30,2007-05-05
dowcl01,1854,10,2,USA,MA,Charlestown,Clarence,Dow,,,,,1884-09-22,1884-09-22
dowdjo01,1891,1,3,USA,MA,Weymouth,John,Dowd,170,68,R,R,1912-07-03,1912-07-13
dowdki01,1889,2,16,USA,MA,Holyoke,Skip,Dowd,160,70,R,R,1910-07-05,1910-07-05
dowdsn01,1897,12,20,USA,MA,Springfield,Snooks,Dowd,163,68,R,R,1919-04-27,1926-04-17
dowdto01,1869,4,20,USA,MA,Holyoke,Tommy,Dowd,173,68,R,R,1891-04-08,1901-09-28
dowdyky01,1993,2,3,USA,CA,Escondido,Kyle,Dowdy,195,73,R,R,2019-03-28,2019-05-26
dowelke01,1961,1,19,USA,CA,Sacramento,Ken,Dowell,160,69,R,R,1987-06-24,1987-07-19
dowiejo01,1865,7,15,USA,LA,New Orleans,Joe,Dowie,150,68,,,1889-07-10,1889-08-08
dowlida01,1942,8,23,USA,LA,Baton Rouge,Dave,Dowling,181,74,R,L,1964-10-03,1966-09-22
dowlipe01,1876,7,15,USA,MO,St. Louis,Pete,Dowling,165,71,L,L,1897-07-17,1901-09-28
downere01,1889,2,6,USA,IN,Aurora,Red,Downey,174,71,L,L,1909-09-14,1909-10-07
downeto01,1884,1,1,USA,ME,Lewiston,Tom,Downey,178,70,B,R,1909-05-07,1915-09-30
downial01,1941,6,28,USA,NJ,Trenton,Al,Downing,175,71,R,L,1961-07-19,1977-07-13
downibr01,1950,10,9,USA,CA,Los Angeles,Brian,Downing,170,70,R,R,1973-05-31,1992-10-04
downsda01,1952,6,21,USA,UT,Logan,Dave,Downs,220,77,R,R,1972-09-02,1972-09-19
downsda02,1984,12,26,USA,MI,Southfield,Darin,Downs,200,75,R,L,2012-07-03,2014-09-19
downske01,1960,10,25,USA,UT,Ogden,Kelly,Downs,195,76,R,R,1986-07-29,1993-09-29
downsma01,1984,3,19,USA,AL,Tuscaloosa,Matt,Downs,190,73,R,R,2009-06-16,2012-10-03
downsre01,1883,8,23,USA,IA,Neola,Red,Downs,155,71,R,R,1907-05-02,1912-09-30
downssc01,1976,3,17,USA,KY,Louisville,Scott,Downs,215,74,L,L,2000-04-09,2014-09-23
dowseto01,1866,8,12,Ireland,,Mohill,Tom,Dowse,175,71,R,R,1890-04-21,1892-10-12
doylebr01,1954,1,26,USA,KY,Glasgow,Brian,Doyle,160,70,L,R,1978-04-30,1981-05-24
doyleca01,1912,7,30,USA,TN,Knoxville,Carl,Doyle,185,73,R,R,1935-08-05,1940-09-26
doyleco01,1862,,,Ireland,,,Conny,Doyle,185,70,,R,1883-06-23,1884-09-13
doyleda01,1917,1,24,USA,OK,McLoud,Danny,Doyle,195,73,B,R,1943-09-14,1943-10-03
doylede01,1944,1,17,USA,KY,Glasgow,Denny,Doyle,175,69,L,R,1970-04-07,1977-09-30
doyleja01,1869,10,25,Ireland,,Killorglin,Jack,Doyle,155,69,R,R,1889-08-27,1905-07-13
doyleje01,1898,4,14,USA,TN,Knoxville,Jess,Doyle,175,71,R,R,1925-04-14,1931-07-09
doyleje02,1956,10,2,USA,MT,Havre,Jeff,Doyle,160,69,B,R,1983-09-13,1983-10-02
doyleji01,1886,12,21,USA,MI,Detroit,Jim,Doyle,168,70,R,R,1910-05-04,1911-10-12
doylejo01,1855,11,26,USA,VA,Leesburg,Jacob,Doyle,,,,,1872-04-20,1872-05-25
doylejo02,1858,,,CAN,NS,Halifax,John,Doyle,160,70,,R,1882-07-26,1882-08-05
doylela01,1886,7,31,USA,IL,Caseyville,Larry,Doyle,165,70,L,R,1907-07-22,1920-10-02
doylepa01,1939,10,2,USA,PA,Philadelphia,Paul,Doyle,172,71,L,L,1969-05-28,1972-05-02
doylesl01,1881,9,15,USA,KS,Clay Center,Slow Joe,Doyle,150,68,R,R,1906-08-25,1910-06-25
doyleto01,1996,5,1,USA,VA,Vienna,Tommy,Doyle,244,78,R,R,2020-09-23,2020-09-27
doyneco01,1981,8,13,USA,FL,Tampa,Cory,Doyne,240,74,R,R,2007-06-16,2007-08-02
doziebr01,1987,5,15,USA,MS,Tupelo,Brian,Dozier,200,71,R,R,2012-05-07,2020-08-14
doziebu01,1928,8,31,USA,TX,Waco,Buzz,Dozier,185,75,R,R,1947-09-12,1949-09-20
doziedj01,1965,9,21,USA,VA,Norfolk,D. J.,Dozier,202,72,R,R,1992-05-06,1992-10-04
doziehu01,1991,8,22,USA,TX,Wichita Falls,Hunter,Dozier,220,76,R,R,2016-09-12,2021-04-21
dozieto01,1961,9,5,USA,CA,San Pablo,Tom,Dozier,190,74,R,R,1986-05-17,1986-06-01
drabedo01,1962,7,25,USA,TX,Victoria,Doug,Drabek,185,73,R,R,1986-05-30,1998-09-25
drabeky01,1987,12,8,USA,TX,Victoria,Kyle,Drabek,205,74,R,R,2010-09-15,2016-04-07
drabomo01,1935,7,21,Poland,,Ozanna,Moe,Drabowsky,190,75,R,R,1956-08-07,1972-09-19
dragodi01,1945,6,25,USA,OH,Toledo,Dick,Drago,190,73,R,R,1969-04-11,1981-09-30
drahmbr01,1966,11,7,USA,KY,Kenton,Brian,Drahman,205,75,R,R,1991-04-16,1994-07-05
drakede01,1886,12,3,USA,OH,Girard,Delos,Drake,170,71,R,L,1911-04-30,1915-10-02
drakela01,1921,5,4,USA,TX,McKinney,Larry,Drake,195,73,L,R,1945-07-20,1948-09-10
drakelo01,1899,12,26,USA,SC,Spartanburg,Logan,Drake,165,70,R,R,1922-09-21,1924-06-06
drakely01,1852,2,9,USA,OH,Berea,Lyman,Drake,,72,,,1884-06-29,1884-07-01
drakeol01,1987,1,13,USA,MA,Worcester,Oliver,Drake,220,76,R,R,2015-05-23,2020-09-27
drakesa01,1934,10,7,USA,AR,Little Rock,Sammy,Drake,175,71,B,R,1960-04-17,1962-09-30
drakeso01,1930,10,23,USA,AR,Little Rock,Solly,Drake,170,72,B,R,1956-04-17,1959-09-27
