Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB
Bartolo Colon,29,MON,NL,17,43,39,1,5,0,0,0,3,0,0,0,20,0.128,0.146,0.128,0.275,5,0,1,2,1,0
Clay Condrey,26,SDP,NL,9,6,6,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Jeff Conine,36,BAL,AL,116,488,451,44,123,26,4,15,63,8,0,25,66,0.273,0.307,0.44799999999999995,0.755,202,10,2,0,10,6
Jason Conti,27,TBD,AL,78,245,222,26,57,15,2,3,21,4,2,18,55,0.257,0.315,0.38299999999999995,0.698,85,5,1,4,0,1
Aaron Cook,23,COL,NL,9,12,11,0,1,0,0,0,1,0,0,0,0,0.091,0.091,0.091,0.182,1,0,0,1,0,0
Dennis Cook,39,ANA,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Mike Coolbaugh,30,STL,NL,5,14,12,0,1,0,0,0,0,0,0,1,3,0.083,0.154,0.083,0.237,1,1,0,1,0,0
Ron Coomer,35,NYY,AL,55,156,148,14,39,7,0,3,17,0,0,6,23,0.264,0.29,0.37200000000000005,0.662,55,8,0,1,1,1
Alex Cora,26,LAD,NL,115,293,258,37,75,14,4,5,28,7,2,26,38,0.29100000000000004,0.371,0.434,0.805,112,3,7,2,0,4
Francisco Cordero,27,TEX,AL,5,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Wil Cordero,30,MON,NL,66,166,143,21,39,9,0,6,29,2,0,17,26,0.273,0.349,0.462,0.8109999999999999,66,3,2,0,4,0
Marty Cordova,32,BAL,AL,131,513,458,55,116,25,2,18,64,1,6,47,111,0.253,0.325,0.434,0.759,199,17,3,2,3,3
Bryan Corey,28,LAD,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Mark Corey,27,COL,NL,14,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Rheal Cormier,35,PHI,NL,53,4,3,0,1,0,0,0,0,0,0,1,0,0.33299999999999996,0.5,0.33299999999999996,0.833,1,0,0,0,0,0
Humberto Cota,23,PIT,NL,7,18,17,2,5,1,0,0,0,0,0,1,4,0.294,0.33299999999999996,0.353,0.6859999999999999,6,0,0,0,0,1
Craig Counsell,31,ARI,NL,112,491,436,63,123,22,1,2,51,7,5,45,52,0.282,0.348,0.35100000000000003,0.6990000000000001,153,10,1,4,3,3
Steve Cox,27,TBD,AL,148,633,560,65,142,30,1,16,72,5,0,60,116,0.254,0.33,0.396,0.727,222,15,7,0,6,5
Carl Crawford,20,TBD,AL,63,278,259,23,67,11,6,2,30,9,5,9,41,0.259,0.29,0.371,0.6609999999999999,96,0,3,6,1,0
Joe Crede,24,CHW,AL,53,209,200,28,57,10,0,12,35,0,2,8,40,0.285,0.311,0.515,0.826,103,1,0,0,1,0
Doug Creek,33,TBD,AL,3,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Cesar Crespo,23,SDP,NL,25,33,29,5,5,2,0,0,0,3,2,3,6,0.172,0.25,0.24100000000000002,0.491,7,0,0,1,0,0
Coco Crisp,22,CLE,AL,32,143,127,16,33,9,2,1,9,4,1,11,19,0.26,0.314,0.386,0.7,49,0,0,3,2,0
Mike Crudale,25,STL,NL,49,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Deivi Cruz,29,SDP,NL,151,547,514,49,135,28,2,7,47,2,3,22,58,0.263,0.294,0.366,0.66,188,20,3,3,5,2
Ivan Cruz,34,STL,NL,17,15,14,2,5,0,0,1,3,0,0,1,3,0.35700000000000004,0.4,0.5710000000000001,0.971,8,0,0,0,0,0
Jacob Cruz,29,DET,AL,35,107,88,12,24,3,1,2,6,3,1,13,20,0.273,0.377,0.39799999999999996,0.775,35,2,3,1,2,0
Jose Cruz,28,TOR,AL,124,522,466,64,114,26,5,18,70,7,1,51,106,0.245,0.317,0.43799999999999994,0.754,204,8,0,1,4,1
Juan Cruz,23,CHC,NL,44,16,14,0,2,0,0,0,0,0,0,0,4,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.28600000000000003,2,0,0,2,0,0
Nelson Cruz,29,HOU,NL,40,16,13,0,0,0,0,0,1,0,0,1,8,0.0,0.071,0.0,0.071,0,0,0,2,0,0
Michael Cuddyer,23,MIN,AL,41,123,112,12,29,7,0,4,13,2,0,8,30,0.259,0.311,0.429,0.74,48,3,1,1,1,0
Will Cunnane,28,CHC,NL,16,5,4,2,1,0,0,0,0,0,0,1,0,0.25,0.4,0.25,0.65,1,0,0,0,0,0
Jack Cust,23,COL,NL,35,78,65,8,11,2,0,1,8,0,1,12,32,0.16899999999999998,0.295,0.24600000000000002,0.541,16,3,0,0,1,0
Eric Cyr,23,SDP,NL,4,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Jeff D'Amico,26,NYM,NL,27,44,37,2,4,0,0,0,0,0,0,2,22,0.10800000000000001,0.154,0.10800000000000001,0.262,4,1,0,5,0,0
Omar Daal,30,LAD,NL,38,48,39,2,6,2,0,1,4,0,0,1,11,0.154,0.175,0.282,0.457,11,0,0,8,0,0
Johnny Damon,28,BOS,AL,154,702,623,118,178,34,11,14,63,31,6,65,70,0.28600000000000003,0.35600000000000004,0.44299999999999995,0.799,276,4,6,3,5,5
Vic Darensbourg,31,FLA,NL,41,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0
Brian Daubach,30,BOS,AL,137,506,444,62,118,24,2,20,78,2,1,51,126,0.266,0.348,0.46399999999999997,0.812,206,10,7,0,4,4
Jeff DaVanon,28,ANA,AL,16,33,30,3,5,3,0,1,4,1,0,2,6,0.16699999999999998,0.21899999999999997,0.36700000000000005,0.585,11,0,0,1,0,0
Tom Davey,28,SDP,NL,19,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Ben Davis,25,SEA,AL,80,253,228,24,59,10,1,7,43,1,1,18,58,0.259,0.313,0.40399999999999997,0.7170000000000001,92,6,2,1,4,1
J.J. Davis,23,PIT,NL,9,11,10,1,1,0,0,0,0,0,0,0,4,0.1,0.182,0.1,0.282,1,1,1,0,0,0
Kane Davis,27,NYM,NL,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Travis Dawkins,23,CIN,NL,31,55,48,2,6,2,0,0,0,2,1,6,21,0.125,0.222,0.16699999999999998,0.389,8,1,0,1,0,0
Joey Dawley,30,ATL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Zach Day,24,MON,NL,19,9,6,1,1,0,0,0,0,0,0,1,4,0.16699999999999998,0.28600000000000003,0.16699999999999998,0.452,1,0,0,2,0,0
Valerio De Los Santos,29,MIL,NL,49,5,2,0,0,0,0,0,0,0,0,1,1,0.0,0.33299999999999996,0.0,0.33299999999999996,0,0,0,2,0,0
Kory DeHaan,25,SDP,NL,12,11,11,1,1,0,0,0,0,0,0,0,6,0.091,0.091,0.091,0.182,1,0,0,0,0,0
Mike DeJean,31,MIL,NL,67,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Carlos Delgado,30,TOR,AL,143,628,505,103,140,34,2,33,108,1,0,102,126,0.27699999999999997,0.406,0.5489999999999999,0.955,277,8,13,0,8,18
Wilson Delgado,29,STL,NL,12,21,20,2,4,2,0,2,5,0,0,0,6,0.2,0.2,0.6,0.8,12,0,0,1,0,0
David Dellucci,28,ARI,NL,97,261,229,34,56,11,2,7,29,2,4,28,55,0.245,0.326,0.402,0.727,92,7,1,0,3,5
Ryan Dempster,25,CIN,NL,17,35,29,2,6,1,0,0,1,0,0,1,8,0.207,0.233,0.24100000000000002,0.475,7,0,0,5,0,0
Mark DeRosa,27,ATL,NL,72,232,212,24,63,9,2,5,23,2,3,12,24,0.297,0.33899999999999997,0.429,0.768,91,5,3,2,3,3
Delino DeShields,33,CHC,NL,67,174,146,20,28,6,1,3,10,10,1,21,38,0.192,0.292,0.308,0.6,45,0,0,6,1,2
Elmer Dessens,31,CIN,NL,30,57,45,1,9,0,0,0,5,0,0,3,11,0.2,0.25,0.2,0.45,9,0,0,9,0,0
Matt DeWitt,24,SDP,NL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Einar Diaz,29,CLE,AL,102,351,320,34,66,19,0,2,16,0,1,17,27,0.20600000000000002,0.258,0.284,0.542,91,13,6,6,2,1
Juan Diaz,28,BOS,AL,4,8,7,2,2,1,0,1,2,0,0,1,2,0.28600000000000003,0.375,0.857,1.232,6,0,0,0,0,0
Mike Difelice,33,STL,NL,70,197,174,17,40,11,0,4,19,0,0,17,42,0.23,0.297,0.36200000000000004,0.66,63,4,1,2,3,3
Ben Diggins,23,MIL,NL,5,8,7,0,1,0,0,0,0,0,0,0,1,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.28600000000000003,1,0,0,1,0,0
Brendan Donnelly,30,ANA,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Chris Donnels,36,ARI,NL,74,93,80,5,19,4,1,3,16,0,0,10,14,0.23800000000000002,0.312,0.425,0.737,34,2,0,0,3,1
Octavio Dotel,28,HOU,NL,80,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Sean Douglass,23,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Ryan Drese,26,CLE,AL,2,5,3,0,0,0,0,0,0,0,0,1,0,0.0,0.25,0.0,0.25,0,0,0,1,0,0
J.D. Drew,26,STL,NL,135,496,424,61,107,19,1,18,56,8,2,57,104,0.252,0.349,0.429,0.778,182,4,8,3,4,4
Tim Drew,23,MON,NL,7,4,4,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Travis Driskill,30,BAL,AL,2,4,3,1,0,0,0,0,0,0,0,1,3,0.0,0.25,0.0,0.25,0,0,0,0,0,0
Brandon Duckworth,26,PHI,NL,29,59,48,3,9,1,0,0,4,0,0,5,11,0.188,0.264,0.20800000000000002,0.47200000000000003,10,3,0,6,0,0
Matt Duff,27,STL,NL,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Courtney Duncan,27,CHC,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Adam Dunn,22,CIN,NL,158,676,535,84,133,28,2,26,71,19,9,128,170,0.249,0.4,0.45399999999999996,0.8540000000000001,243,8,9,1,3,13
Shawon Dunston,39,SFG,NL,72,153,147,7,34,5,0,1,9,1,0,3,33,0.231,0.25,0.28600000000000003,0.536,42,0,1,1,1,0
Todd Dunwoody,27,CLE,AL,2,7,6,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,1,0,0
Erubiel Durazo,28,ARI,NL,76,276,222,46,58,12,2,16,48,0,1,49,60,0.261,0.395,0.55,0.9440000000000001,122,1,2,0,3,2
Ray Durham,30,OAK,AL,54,248,219,43,60,14,4,6,22,6,2,24,34,0.27399999999999997,0.35,0.457,0.8059999999999999,100,2,2,2,1,1
Jayson Durocher,27,MIL,NL,36,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Jermaine Dye,28,OAK,AL,131,555,488,74,123,27,1,24,86,2,0,52,108,0.252,0.33299999999999996,0.45899999999999996,0.792,224,15,10,0,5,2
Damion Easley,32,DET,AL,85,346,304,29,68,14,1,8,30,1,3,27,43,0.22399999999999998,0.307,0.355,0.6629999999999999,108,4,11,1,3,3
Adam Eaton,24,SDP,NL,6,10,9,0,1,0,0,0,0,0,0,1,4,0.111,0.2,0.111,0.311,1,1,0,0,0,0
Angel Echevarria,31,CHC,NL,50,111,98,14,30,7,0,3,21,0,0,8,17,0.306,0.35100000000000003,0.469,0.821,46,4,1,0,4,0
David Eckstein,27,ANA,AL,152,702,608,107,178,22,6,8,63,21,13,45,44,0.293,0.363,0.38799999999999996,0.752,236,7,27,14,8,0
Jim Edmonds,32,STL,NL,144,576,476,96,148,31,2,28,83,4,3,86,134,0.311,0.42,0.561,0.981,267,9,8,0,6,14
Joey Eischen,32,MON,NL,56,9,8,1,1,1,0,0,0,0,0,1,3,0.125,0.222,0.25,0.47200000000000003,2,0,0,0,0,0
Mark Ellis,25,OAK,AL,98,404,345,58,94,16,4,6,35,4,2,44,54,0.272,0.359,0.39399999999999996,0.753,136,3,4,8,3,1
Robert Ellis,31,LAD,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Alan Embree,32,SDP,NL,34,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Juan Encarnacion,26,FLA,NL,69,290,263,34,69,11,3,8,34,12,5,20,50,0.262,0.317,0.418,0.735,110,11,3,0,4,0
Mario Encarnacion,26,CHC,NL,3,9,7,0,0,0,0,0,0,0,0,2,3,0.0,0.222,0.0,0.222,0,0,0,0,0,0
John Ennis,22,ATL,NL,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Morgan Ensberg,26,HOU,NL,49,153,132,14,32,7,2,3,19,2,0,18,25,0.242,0.34600000000000003,0.39399999999999996,0.74,52,8,3,0,0,0
Scott Erickson,34,BAL,AL,2,4,4,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Darin Erstad,28,ANA,AL,150,663,625,99,177,28,4,10,73,23,3,27,67,0.28300000000000003,0.313,0.389,0.7020000000000001,243,9,2,5,4,4
Felix Escalona,23,TBD,AL,59,171,157,17,34,8,2,0,9,7,2,3,44,0.217,0.262,0.293,0.555,46,2,7,3,1,0
Kelvim Escobar,26,TOR,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Bobby Estalella,27,COL,NL,38,130,112,17,23,8,0,8,25,0,1,14,33,0.205,0.285,0.491,0.7759999999999999,55,1,0,0,4,0
Shawn Estes,29,CIN,NL,6,10,8,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,2,0,0
Johnny Estrada,26,PHI,NL,10,19,17,0,2,1,0,0,2,0,0,2,2,0.11800000000000001,0.21100000000000002,0.17600000000000002,0.387,3,0,0,0,0,1
Adam Everett,25,HOU,NL,40,103,88,11,17,3,0,0,4,3,0,12,19,0.193,0.297,0.22699999999999998,0.524,20,1,1,2,0,1
Carl Everett,31,TEX,AL,105,418,374,47,100,16,0,16,62,2,3,33,77,0.267,0.33299999999999996,0.439,0.772,164,7,6,1,4,4
Scott Eyre,30,SFG,NL,21,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Jorge Fabregas,32,MIL,NL,30,73,67,5,11,3,0,3,14,0,0,2,7,0.16399999999999998,0.17800000000000002,0.34299999999999997,0.521,23,2,0,0,4,0
Jeff Farnsworth,26,DET,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Kyle Farnsworth,26,CHC,NL,43,2,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
Sal Fasano,30,ANA,AL,2,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Jeff Fassero,39,STL,NL,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Carlos Febles,26,KCR,AL,119,404,351,44,86,16,4,4,26,16,5,41,63,0.245,0.336,0.348,0.6829999999999999,122,8,7,5,0,0
Pedro Feliciano,25,NYM,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Pedro Feliz,27,SFG,NL,67,153,146,14,37,4,1,2,13,0,0,6,27,0.253,0.281,0.336,0.617,49,2,0,0,1,1
Jared Fernandez,30,CIN,NL,14,13,10,2,2,0,0,0,1,0,0,1,7,0.2,0.273,0.2,0.473,2,0,0,2,0,0
Mike Fetters,37,ARI,NL,33,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Robert Fick,28,DET,AL,148,614,556,66,150,36,2,17,63,0,1,46,90,0.27,0.331,0.433,0.764,241,17,7,0,5,4
Chone Figgins,24,ANA,AL,15,12,12,6,2,1,0,0,1,2,1,0,5,0.16699999999999998,0.16699999999999998,0.25,0.41700000000000004,3,1,0,0,0,0
Nelson Figueroa,28,MIL,NL,29,20,15,0,2,0,0,0,3,0,0,1,6,0.133,0.188,0.133,0.321,2,0,0,4,0,0
Jeremy Fikac,27,SDP,NL,61,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Chuck Finley,39,STL,NL,14,33,28,2,3,1,0,0,1,0,0,0,12,0.107,0.107,0.14300000000000002,0.25,4,0,0,5,0,0
Steve Finley,37,ARI,NL,150,577,505,82,145,24,4,25,89,16,4,65,73,0.287,0.37,0.499,0.8690000000000001,252,10,3,1,3,7
Tony Fiore,30,MIN,AL,4,3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
John Flaherty,34,TBD,AL,76,303,281,27,73,20,0,4,33,2,2,15,50,0.26,0.29600000000000004,0.374,0.669,105,6,1,2,4,0
Darrin Fletcher,35,TOR,AL,45,135,127,8,28,6,0,3,22,0,0,4,13,0.22,0.239,0.33899999999999997,0.5770000000000001,43,4,0,1,3,0
Jose Flores,29,OAK,AL,7,5,3,2,0,0,0,0,0,1,1,1,0,0.0,0.4,0.0,0.4,0,0,1,0,0,0
Randy Flores,26,COL,NL,8,4,4,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Cliff Floyd,29,BOS,AL,47,190,171,30,54,21,0,7,18,4,0,15,28,0.316,0.374,0.561,0.935,96,6,2,0,2,0
Josh Fogg,25,PIT,NL,32,62,58,2,7,0,0,0,1,0,0,2,22,0.121,0.15,0.121,0.271,7,0,0,2,0,0
Brook Fordyce,32,BAL,AL,56,146,130,7,30,8,0,1,8,1,0,9,19,0.231,0.301,0.315,0.616,41,5,4,3,0,0
Casey Fossum,24,BOS,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
John Foster,24,ATL,NL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Keith Foulke,29,CHW,AL,4,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Andy Fox,31,FLA,NL,133,502,435,55,109,14,5,4,41,31,7,49,94,0.251,0.33799999999999997,0.33299999999999996,0.6709999999999999,145,9,10,5,3,6
Chad Fox,31,MIL,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Julio Franco,43,ATL,NL,125,383,338,51,96,13,1,6,30,5,1,39,75,0.284,0.35700000000000004,0.382,0.7390000000000001,129,13,1,2,3,3
Matt Franco,32,ATL,NL,81,233,205,25,65,15,4,6,30,1,0,27,31,0.317,0.395,0.517,0.912,106,5,0,0,1,2
Ryan Franklin,29,SEA,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Wayne Franklin,28,MIL,NL,4,8,6,0,0,0,0,0,0,0,0,2,3,0.0,0.25,0.0,0.25,0,0,0,0,0,0
Travis Fryman,33,CLE,AL,118,439,397,42,86,14,3,11,55,0,0,40,82,0.217,0.292,0.35,0.642,139,12,2,0,0,1
Brian Fuentes,26,COL,NL,29,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Brad Fullmer,27,ANA,AL,130,479,429,75,124,35,6,19,59,10,3,32,44,0.289,0.35700000000000004,0.531,0.888,228,7,15,0,3,6
Aaron Fultz,28,SFG,NL,42,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Rafael Furcal,24,ATL,NL,154,693,636,95,175,31,8,8,47,27,15,43,114,0.275,0.32299999999999995,0.387,0.71,246,8,3,9,2,0
Mike Fyhrie,32,OAK,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Eric Gagne,26,LAD,NL,73,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Andres Galarraga,41,MON,NL,104,334,292,30,76,12,0,9,40,2,2,30,81,0.26,0.344,0.39399999999999996,0.738,115,8,9,0,3,6
Ron Gant,37,SDP,NL,102,353,309,58,81,14,1,18,59,4,6,36,59,0.262,0.33799999999999997,0.489,0.8270000000000001,151,8,2,1,5,1
Freddy Garcia,25,SEA,AL,2,7,6,0,2,1,0,0,0,0,0,0,1,0.33299999999999996,0.33299999999999996,0.5,0.833,3,0,0,1,0,0
Jesse Garcia,28,ATL,NL,39,61,61,6,12,1,0,0,5,0,1,0,14,0.19699999999999998,0.19699999999999998,0.213,0.41,13,1,0,0,0,0
Karim Garcia,26,CLE,AL,51,205,197,29,59,8,0,16,52,0,3,6,40,0.299,0.317,0.584,0.9009999999999999,115,6,0,0,2,0
Luis Garcia,26,BAL,AL,6,3,3,0,1,0,0,0,0,0,0,0,1,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.667,1,0,0,0,0,0
Nomar Garciaparra,28,BOS,AL,156,693,635,101,197,56,5,24,120,5,2,41,63,0.31,0.35200000000000004,0.528,0.88,335,17,6,0,11,4
Jon Garland,22,CHW,AL,2,3,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0
Esteban German,24,OAK,AL,9,40,35,4,7,0,0,0,0,1,0,4,11,0.2,0.3,0.2,0.5,7,0,1,0,0,0
Jason Giambi,31,NYY,AL,155,689,560,120,176,34,1,41,122,2,2,109,112,0.314,0.435,0.598,1.034,335,18,15,0,5,4
Jeremy Giambi,27,PHI,NL,82,211,156,32,38,10,0,12,28,0,1,52,54,0.244,0.435,0.5379999999999999,0.9740000000000001,84,1,1,1,0,2
Jay Gibbons,25,BAL,AL,136,541,490,71,121,29,1,28,69,1,3,45,66,0.247,0.311,0.48200000000000004,0.792,236,9,2,0,4,3
Benji Gil,29,ANA,AL,61,139,130,11,37,8,1,3,20,2,1,5,33,0.285,0.307,0.431,0.737,56,0,0,2,2,0
Geronimo Gil,26,BAL,AL,125,450,422,33,98,19,0,12,45,2,2,21,88,0.23199999999999998,0.27,0.363,0.632,153,17,1,5,1,1
Brian Giles,31,PIT,NL,153,644,497,95,148,37,5,38,103,15,6,135,74,0.298,0.45,0.622,1.072,309,10,7,0,5,24
Marcus Giles,24,ATL,NL,68,242,213,27,49,10,1,8,23,1,1,25,41,0.23,0.315,0.39899999999999997,0.7140000000000001,85,5,2,1,1,3
Keith Ginter,26,MIL,NL,21,91,76,6,18,8,0,1,8,0,0,15,14,0.237,0.363,0.382,0.7440000000000001,29,0,0,0,0,0
Charles Gipson,29,SEA,AL,79,84,72,22,17,5,2,0,8,4,0,9,14,0.23600000000000002,0.32899999999999996,0.361,0.69,26,3,1,2,0,0
Joe Girardi,37,CHC,NL,90,256,234,19,53,10,1,1,13,1,0,16,35,0.226,0.275,0.29100000000000004,0.565,68,10,0,5,1,3
Doug Glanville,31,PHI,NL,138,460,422,49,105,16,3,6,29,19,2,25,57,0.249,0.292,0.344,0.636,145,5,2,8,3,4
Troy Glaus,25,ANA,AL,156,671,569,99,142,24,1,30,111,10,3,88,144,0.25,0.35200000000000004,0.45299999999999996,0.805,258,12,6,0,8,4
Tom Glavine,36,ATL,NL,36,84,68,0,7,1,0,0,3,0,0,3,13,0.10300000000000001,0.141,0.11800000000000001,0.258,8,5,0,13,0,0
Ross Gload,26,COL,NL,26,34,31,4,8,1,0,1,4,0,0,3,7,0.258,0.324,0.387,0.711,12,0,0,0,0,0
Gary Glover,25,CHW,AL,2,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Alexis Gomez,23,KCR,AL,5,10,10,0,2,0,0,0,0,0,0,0,2,0.2,0.2,0.2,0.4,2,0,0,0,0,0
Chris Gomez,31,TBD,AL,130,498,461,51,122,31,3,10,46,1,3,21,58,0.265,0.305,0.41,0.715,189,8,7,6,3,0
Alex Gonzalez,25,FLA,NL,42,172,151,15,34,7,1,2,18,3,1,12,32,0.225,0.29600000000000004,0.325,0.62,49,2,4,3,2,1
Juan Gonzalez,32,TEX,AL,70,296,277,38,78,21,1,8,35,2,0,17,56,0.282,0.324,0.451,0.7759999999999999,125,11,1,0,1,1
Luis Gonzalez,34,ARI,NL,148,633,524,90,151,19,3,28,103,9,2,97,76,0.28800000000000003,0.4,0.496,0.8959999999999999,260,12,5,0,7,8
Raul Gonzalez,28,NYM,NL,30,86,81,9,21,2,0,3,11,2,2,4,17,0.259,0.29100000000000004,0.395,0.6859999999999999,32,2,0,0,1,0
Wiki Gonzalez,28,SDP,NL,56,194,164,16,36,8,1,1,20,0,0,27,24,0.22,0.33,0.299,0.629,49,10,1,0,2,3
Tom Goodwin,33,SFG,NL,78,171,154,23,40,5,2,1,17,16,2,14,25,0.26,0.321,0.33799999999999997,0.659,52,3,0,3,0,0
Tom Gordon,34,HOU,NL,15,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Jason Grabowski,26,OAK,AL,4,11,8,3,3,1,1,0,1,0,0,3,1,0.375,0.545,0.75,1.295,6,0,0,0,0,0
Mark Grace,38,ARI,NL,124,348,298,43,75,19,0,7,48,2,0,46,30,0.252,0.35100000000000003,0.386,0.736,115,5,1,0,3,6
Tony Graffanino,30,CHW,AL,70,259,229,35,60,12,4,6,31,2,1,22,38,0.262,0.32899999999999996,0.428,0.757,98,2,2,4,2,1
Danny Graves,28,CIN,NL,65,8,6,1,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,2,0,0
Shawn Green,29,LAD,NL,158,685,582,110,166,31,1,42,114,8,5,93,112,0.285,0.385,0.5579999999999999,0.9440000000000001,325,26,5,0,5,22
Todd Greene,31,TEX,AL,42,118,112,15,30,5,0,10,19,0,0,2,23,0.268,0.282,0.58,0.862,65,4,1,1,2,0
Rusty Greer,33,TEX,AL,51,219,199,24,59,9,2,1,17,1,0,19,17,0.29600000000000004,0.35600000000000004,0.377,0.733,75,5,0,0,1,0
Ben Grieve,26,TBD,AL,136,561,482,62,121,30,0,19,64,8,2,69,121,0.251,0.353,0.43200000000000005,0.784,208,15,8,0,2,5
Ken Griffey Jr.,32,CIN,NL,70,232,197,17,52,8,0,8,23,1,2,28,39,0.264,0.358,0.426,0.784,84,6,3,0,4,6
Jason Grimsley,34,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Marquis Grissom,35,LAD,NL,111,371,343,57,95,21,4,17,60,5,1,22,68,0.27699999999999997,0.321,0.51,0.831,175,6,2,0,4,2
Buddy Groom,36,BAL,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Mark Grudzielanek,32,LAD,NL,150,566,536,56,145,23,0,9,50,4,1,22,89,0.271,0.301,0.364,0.665,195,17,3,1,4,4
Kevin Gryboski,28,ATL,NL,53,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
